1_1	What is a physician s assistant	What is a physician s assistant 	SE
1_2	What is a physician s assistant 	What are the educational requirements required to become one 	FT
1_3	What is a physician s assistant  What are the educational requirements required to become one 	What does it cost 	PT
1_4	What is a physician s assistant  What are the educational requirements required to become one  What does it cost 	What s the average starting salary in the UK 	FT
1_5	What is a physician s assistant  What are the educational requirements required to become one  What does it cost  What s the average starting salary in the UK 	What about in the US 	PT
1_6	What is a physician s assistant  What are the educational requirements required to become one  What does it cost  What s the average starting salary in the UK  What about in the US 	What school subjects are needed to become a registered nurse 	SE
1_7	What is a physician s assistant  What are the educational requirements required to become one  What does it cost  What s the average starting salary in the UK  What about in the US  What school subjects are needed to become a registered nurse 	What is the PA average salary vs an RN 	SE
1_8	What is a physician s assistant  What are the educational requirements required to become one  What does it cost  What s the average starting salary in the UK  What about in the US  What school subjects are needed to become a registered nurse  What is the PA average salary vs an RN 	What the difference between a PA and a nurse practitioner 	SE
1_9	What is a physician s assistant  What are the educational requirements required to become one  What does it cost  What s the average starting salary in the UK  What about in the US  What school subjects are needed to become a registered nurse  What is the PA average salary vs an RN  What the difference between a PA and a nurse practitioner 	Do NPs or PAs make more 	SE
1_10	What is a physician s assistant  What are the educational requirements required to become one  What does it cost  What s the average starting salary in the UK  What about in the US  What school subjects are needed to become a registered nurse  What is the PA average salary vs an RN  What the difference between a PA and a nurse practitioner  Do NPs or PAs make more 	Is a PA above a NP 	SE
1_11	What is a physician s assistant  What are the educational requirements required to become one  What does it cost  What s the average starting salary in the UK  What about in the US  What school subjects are needed to become a registered nurse  What is the PA average salary vs an RN  What the difference between a PA and a nurse practitioner  Do NPs or PAs make more  Is a PA above a NP 	What is the fastest way to become a NP 	SE
1_12	What is a physician s assistant  What are the educational requirements required to become one  What does it cost  What s the average starting salary in the UK  What about in the US  What school subjects are needed to become a registered nurse  What is the PA average salary vs an RN  What the difference between a PA and a nurse practitioner  Do NPs or PAs make more  Is a PA above a NP  What is the fastest way to become a NP 	How much longer does it take to become a doctor after being an NP 	SE
2_1	What are the main breeds of goat	What are the main breeds of goat 	SE
2_2	What are the main breeds of goat 	Tell me about boer goats 	SE
2_3	What are the main breeds of goat  Tell me about boer goats 	What breed is good for meat 	FT
2_4	What are the main breeds of goat  Tell me about boer goats  What breed is good for meat 	Are angora goats good for it 	PT
2_5	What are the main breeds of goat  Tell me about boer goats  What breed is good for meat  Are angora goats good for it 	What about boer goats 	PT
2_6	What are the main breeds of goat  Tell me about boer goats  What breed is good for meat  Are angora goats good for it  What about boer goats 	What are pygmies used for 	FT
2_7	What are the main breeds of goat  Tell me about boer goats  What breed is good for meat  Are angora goats good for it  What about boer goats  What are pygmies used for 	What is the best for fiber production 	FT
2_8	What are the main breeds of goat  Tell me about boer goats  What breed is good for meat  Are angora goats good for it  What about boer goats  What are pygmies used for  What is the best for fiber production 	How long do Angora goats live 	SE
2_9	What are the main breeds of goat  Tell me about boer goats  What breed is good for meat  Are angora goats good for it  What about boer goats  What are pygmies used for  What is the best for fiber production  How long do Angora goats live 	Can you milk them 	PT
2_10	What are the main breeds of goat  Tell me about boer goats  What breed is good for meat  Are angora goats good for it  What about boer goats  What are pygmies used for  What is the best for fiber production  How long do Angora goats live  Can you milk them 	How many can you have per acre 	PT
2_11	What are the main breeds of goat  Tell me about boer goats  What breed is good for meat  Are angora goats good for it  What about boer goats  What are pygmies used for  What is the best for fiber production  How long do Angora goats live  Can you milk them  How many can you have per acre 	Are they profitable 	PT
3_1	Tell me about the types of irregular heart beat	Tell me about the types of irregular heart beat 	SE
3_2	Tell me about the types of irregular heart beat 	How serious is an irregular heart beat 	SE
3_3	Tell me about the types of irregular heart beat  How serious is an irregular heart beat 	What are the different types of tachycardia 	SE
3_4	Tell me about the types of irregular heart beat  How serious is an irregular heart beat  What are the different types of tachycardia 	What is atrial flutter 	SE
3_5	Tell me about the types of irregular heart beat  How serious is an irregular heart beat  What are the different types of tachycardia  What is atrial flutter 	What causes it 	PT
3_6	Tell me about the types of irregular heart beat  How serious is an irregular heart beat  What are the different types of tachycardia  What is atrial flutter  What causes it 	What s the difference between flutter and fibrillation 	SE
3_7	Tell me about the types of irregular heart beat  How serious is an irregular heart beat  What are the different types of tachycardia  What is atrial flutter  What causes it  What s the difference between flutter and fibrillation 	How does afib affect an ECG 	SE
3_8	Tell me about the types of irregular heart beat  How serious is an irregular heart beat  What are the different types of tachycardia  What is atrial flutter  What causes it  What s the difference between flutter and fibrillation  How does afib affect an ECG 	Does it shorten your life 	PT
3_9	Tell me about the types of irregular heart beat  How serious is an irregular heart beat  What are the different types of tachycardia  What is atrial flutter  What causes it  What s the difference between flutter and fibrillation  How does afib affect an ECG  Does it shorten your life 	What triggers it 	PT
3_10	Tell me about the types of irregular heart beat  How serious is an irregular heart beat  What are the different types of tachycardia  What is atrial flutter  What causes it  What s the difference between flutter and fibrillation  How does afib affect an ECG  Does it shorten your life  What triggers it 	How do you stop an attack 	FT
3_11	Tell me about the types of irregular heart beat  How serious is an irregular heart beat  What are the different types of tachycardia  What is atrial flutter  What causes it  What s the difference between flutter and fibrillation  How does afib affect an ECG  Does it shorten your life  What triggers it  How do you stop an attack 	What is the best exercise for it 	PT
4_1	What was the neolithic revolution	What was the neolithic revolution 	SE
4_2	What was the neolithic revolution 	When did it start and end 	FT
4_3	What was the neolithic revolution  When did it start and end 	Why did it start 	FT
4_4	What was the neolithic revolution  When did it start and end  Why did it start 	What did the neolithic invent 	SE
4_5	What was the neolithic revolution  When did it start and end  Why did it start  What did the neolithic invent 	What tools were used 	PT
4_6	What was the neolithic revolution  When did it start and end  Why did it start  What did the neolithic invent  What tools were used 	When was it brought to the british isles 	FT
4_7	What was the neolithic revolution  When did it start and end  Why did it start  What did the neolithic invent  What tools were used  When was it brought to the british isles 	Describe the period that follows it 	FT
4_8	What was the neolithic revolution  When did it start and end  Why did it start  What did the neolithic invent  What tools were used  When was it brought to the british isles  Describe the period that follows it 	What was its significance 	PT
4_9	What was the neolithic revolution  When did it start and end  Why did it start  What did the neolithic invent  What tools were used  When was it brought to the british isles  Describe the period that follows it  What was its significance 	What were the houses like 	PT
5_1	What are the best ways to cook a turkey	What are the best ways to cook a turkey 	SE
5_2	What are the best ways to cook a turkey 	Should I brine a turkey before smoking it 	SE
5_3	What are the best ways to cook a turkey  Should I brine a turkey before smoking it 	How much salt do I use to brine it 	PT
5_4	What are the best ways to cook a turkey  Should I brine a turkey before smoking it  How much salt do I use to brine it 	What kind of wood should I use 	PT
5_5	What are the best ways to cook a turkey  Should I brine a turkey before smoking it  How much salt do I use to brine it  What kind of wood should I use 	How long should it be smoked for 	PT
5_6	What are the best ways to cook a turkey  Should I brine a turkey before smoking it  How much salt do I use to brine it  What kind of wood should I use  How long should it be smoked for 	Is it healthy 	PT
5_7	What are the best ways to cook a turkey  Should I brine a turkey before smoking it  How much salt do I use to brine it  What kind of wood should I use  How long should it be smoked for  Is it healthy 	What can you do with leftovers 	PT
5_8	What are the best ways to cook a turkey  Should I brine a turkey before smoking it  How much salt do I use to brine it  What kind of wood should I use  How long should it be smoked for  Is it healthy  What can you do with leftovers 	How long are leftovers good for in the fridge 	PT
5_9	What are the best ways to cook a turkey  Should I brine a turkey before smoking it  How much salt do I use to brine it  What kind of wood should I use  How long should it be smoked for  Is it healthy  What can you do with leftovers  How long are leftovers good for in the fridge 	What s a recipe for soup using it 	PT
5_10	What are the best ways to cook a turkey  Should I brine a turkey before smoking it  How much salt do I use to brine it  What kind of wood should I use  How long should it be smoked for  Is it healthy  What can you do with leftovers  How long are leftovers good for in the fridge  What s a recipe for soup using it 	How about one for chili 	PT
6_1	What are the most important US supreme court cases	What are the most important US supreme court cases 	SE
6_2	What are the most important US supreme court cases 	What did Plessy v Ferguson establish 	SE
6_3	What are the most important US supreme court cases  What did Plessy v Ferguson establish 	How about Marbury vs Madison 	SE
6_4	What are the most important US supreme court cases  What did Plessy v Ferguson establish  How about Marbury vs Madison 	Was it unanimous 	PT
6_5	What are the most important US supreme court cases  What did Plessy v Ferguson establish  How about Marbury vs Madison  Was it unanimous 	What was the implication of Roe vs Wade 	SE
6_6	What are the most important US supreme court cases  What did Plessy v Ferguson establish  How about Marbury vs Madison  Was it unanimous  What was the implication of Roe vs Wade 	What were the main arguments 	PT
6_7	What are the most important US supreme court cases  What did Plessy v Ferguson establish  How about Marbury vs Madison  Was it unanimous  What was the implication of Roe vs Wade  What were the main arguments 	What was the point of Brown v Board of Ed 	SE
6_8	What are the most important US supreme court cases  What did Plessy v Ferguson establish  How about Marbury vs Madison  Was it unanimous  What was the implication of Roe vs Wade  What were the main arguments  What was the point of Brown v Board of Ed 	What were the main arguments 	PT
6_9	What are the most important US supreme court cases  What did Plessy v Ferguson establish  How about Marbury vs Madison  Was it unanimous  What was the implication of Roe vs Wade  What were the main arguments  What was the point of Brown v Board of Ed  What were the main arguments 	Why is it important today 	PT
7_1	What are the different types of macromolecules	What are the different types of macromolecules 	SE
7_2	What are the different types of macromolecules 	Tell me about the characteristics of carbohydrates 	SE
7_3	What are the different types of macromolecules  Tell me about the characteristics of carbohydrates 	What are they composed of 	PT
7_4	What are the different types of macromolecules  Tell me about the characteristics of carbohydrates  What are they composed of 	What is their basic structure 	PT
7_5	What are the different types of macromolecules  Tell me about the characteristics of carbohydrates  What are they composed of  What is their basic structure 	What are the main types with examples of each 	PT
7_6	What are the different types of macromolecules  Tell me about the characteristics of carbohydrates  What are they composed of  What is their basic structure  What are the main types with examples of each 	Tell me about lipids 	SE
7_7	What are the different types of macromolecules  Tell me about the characteristics of carbohydrates  What are they composed of  What is their basic structure  What are the main types with examples of each  Tell me about lipids 	What is their function 	PT
7_8	What are the different types of macromolecules  Tell me about the characteristics of carbohydrates  What are they composed of  What is their basic structure  What are the main types with examples of each  Tell me about lipids  What is their function 	What are the types 	PT
7_9	What are the different types of macromolecules  Tell me about the characteristics of carbohydrates  What are they composed of  What is their basic structure  What are the main types with examples of each  Tell me about lipids  What is their function  What are the types 	What is the most common 	PT
7_10	What are the different types of macromolecules  Tell me about the characteristics of carbohydrates  What are they composed of  What is their basic structure  What are the main types with examples of each  Tell me about lipids  What is their function  What are the types  What is the most common 	What is the difference between them and carbohydrates 	PT
7_11	What are the different types of macromolecules  Tell me about the characteristics of carbohydrates  What are they composed of  What is their basic structure  What are the main types with examples of each  Tell me about lipids  What is their function  What are the types  What is the most common  What is the difference between them and carbohydrates 	Why are carbs better 	PT
8_1	What was the Securities Act of 1933	What was the Securities Act of 1933 	SE
8_2	What was the Securities Act of 1933 	What is exempt from it 	FT
8_3	What was the Securities Act of 1933  What is exempt from it 	Why was it needed 	FT
8_4	What was the Securities Act of 1933  What is exempt from it  Why was it needed 	What was the reason for creating the 1934 act 	SE
8_5	What was the Securities Act of 1933  What is exempt from it  Why was it needed  What was the reason for creating the 1934 act 	What is the largest securities exchange in the world 	SE
8_6	What was the Securities Act of 1933  What is exempt from it  Why was it needed  What was the reason for creating the 1934 act  What is the largest securities exchange in the world 	How and when when was the NYSE created 	SE
8_7	What was the Securities Act of 1933  What is exempt from it  Why was it needed  What was the reason for creating the 1934 act  What is the largest securities exchange in the world  How and when when was the NYSE created 	What was the first stock market 	SE
9_1	Why is statistics important	Why is statistics important 	SE
9_2	Why is statistics important 	Why should one study it 	FT
9_3	Why is statistics important  Why should one study it 	Tell me about its career options 	FT
9_4	Why is statistics important  Why should one study it  Tell me about its career options 	Are Data Scientists in high demand 	SE
9_5	Why is statistics important  Why should one study it  Tell me about its career options  Are Data Scientists in high demand 	How much do they make on average in a year 	PT
9_6	Why is statistics important  Why should one study it  Tell me about its career options  Are Data Scientists in high demand  How much do they make on average in a year 	What is range 	PT
9_7	Why is statistics important  Why should one study it  Tell me about its career options  Are Data Scientists in high demand  How much do they make on average in a year  What is range 	Describe some different metrics to interpret it 	PT
9_8	Why is statistics important  Why should one study it  Tell me about its career options  Are Data Scientists in high demand  How much do they make on average in a year  What is range  Describe some different metrics to interpret it 	What are quartiles 	SE
9_9	Why is statistics important  Why should one study it  Tell me about its career options  Are Data Scientists in high demand  How much do they make on average in a year  What is range  Describe some different metrics to interpret it  What are quartiles 	How do you find the lower and upper quartile 	SE
10_1	How does water freeze	How does water freeze 	SE
10_2	How does water freeze 	What happens to its molecules 	FT
10_3	How does water freeze  What happens to its molecules 	Why isn t the bottom of the ocean frozen 	SE
10_4	How does water freeze  What happens to its molecules  Why isn t the bottom of the ocean frozen 	Can the bottom of the ocean freeze 	SE
10_5	How does water freeze  What happens to its molecules  Why isn t the bottom of the ocean frozen  Can the bottom of the ocean freeze 	Where is the coldest place on Earth 	SE
10_6	How does water freeze  What happens to its molecules  Why isn t the bottom of the ocean frozen  Can the bottom of the ocean freeze  Where is the coldest place on Earth 	Does Dome Fuji have inhabitants 	SE
10_7	How does water freeze  What happens to its molecules  Why isn t the bottom of the ocean frozen  Can the bottom of the ocean freeze  Where is the coldest place on Earth  Does Dome Fuji have inhabitants 	Why is Antarctica so cold 	SE
10_8	How does water freeze  What happens to its molecules  Why isn t the bottom of the ocean frozen  Can the bottom of the ocean freeze  Where is the coldest place on Earth  Does Dome Fuji have inhabitants  Why is Antarctica so cold 	How cold is the water underneath the ice 	SE
10_9	How does water freeze  What happens to its molecules  Why isn t the bottom of the ocean frozen  Can the bottom of the ocean freeze  Where is the coldest place on Earth  Does Dome Fuji have inhabitants  Why is Antarctica so cold  How cold is the water underneath the ice 	What is the biggest town 	PT
11_1	What are futuristic designs	What are futuristic designs 	SE
11_2	What are futuristic designs 	How did this become a new trend 	FT
11_3	What are futuristic designs  How did this become a new trend 	Why are most of the constructions inspired by these designs 	FT
11_4	What are futuristic designs  How did this become a new trend  Why are most of the constructions inspired by these designs 	What are the different domains where such designs have been adapted 	FT
11_5	What are futuristic designs  How did this become a new trend  Why are most of the constructions inspired by these designs  What are the different domains where such designs have been adapted 	How has it affected technology 	FT
11_6	What are futuristic designs  How did this become a new trend  Why are most of the constructions inspired by these designs  What are the different domains where such designs have been adapted  How has it affected technology 	How have the different giants in the business responded to this 	FT
11_7	What are futuristic designs  How did this become a new trend  Why are most of the constructions inspired by these designs  What are the different domains where such designs have been adapted  How has it affected technology  How have the different giants in the business responded to this 	Has its introduction led to increase in business 	FT
11_8	What are futuristic designs  How did this become a new trend  Why are most of the constructions inspired by these designs  What are the different domains where such designs have been adapted  How has it affected technology  How have the different giants in the business responded to this  Has its introduction led to increase in business 	If designs are already futuristic how will this change in the future 	SE
12_1	What is a good age to get LASIK	What is a good age to get LASIK 	SE
12_2	What is a good age to get LASIK 	Give me a short description of the procedure 	FT
12_3	What is a good age to get LASIK  Give me a short description of the procedure 	What are its benefits 	FT
12_4	What is a good age to get LASIK  Give me a short description of the procedure  What are its benefits 	What are the risks 	FT
12_5	What is a good age to get LASIK  Give me a short description of the procedure  What are its benefits  What are the risks 	Describe experiences of some people who had it done 	FT
12_6	What is a good age to get LASIK  Give me a short description of the procedure  What are its benefits  What are the risks  Describe experiences of some people who had it done 	Are there any good alternatives to it 	FT
12_7	What is a good age to get LASIK  Give me a short description of the procedure  What are its benefits  What are the risks  Describe experiences of some people who had it done  Are there any good alternatives to it 	What is its success rate 	FT
12_8	What is a good age to get LASIK  Give me a short description of the procedure  What are its benefits  What are the risks  Describe experiences of some people who had it done  Are there any good alternatives to it  What is its success rate 	Once it s done what kind of precautions do I need to take 	FT
12_9	What is a good age to get LASIK  Give me a short description of the procedure  What are its benefits  What are the risks  Describe experiences of some people who had it done  Are there any good alternatives to it  What is its success rate  Once it s done what kind of precautions do I need to take 	Does the effect wear off with age 	FT
13_1	What is tofu exactly	What is tofu exactly 	SE
13_2	What is tofu exactly 	How is it made 	FT
13_3	What is tofu exactly  How is it made 	What are its origins 	FT
13_4	What is tofu exactly  How is it made  What are its origins 	What is the best 	FT
13_5	What is tofu exactly  How is it made  What are its origins  What is the best 	Is it a kind of cheese 	FT
13_6	What is tofu exactly  How is it made  What are its origins  What is the best  Is it a kind of cheese 	Can I eat it raw 	FT
13_7	What is tofu exactly  How is it made  What are its origins  What is the best  Is it a kind of cheese  Can I eat it raw 	What are common ways to cook it 	FT
13_8	What is tofu exactly  How is it made  What are its origins  What is the best  Is it a kind of cheese  Can I eat it raw  What are common ways to cook it 	In what cuisines is it popular 	FT
13_9	What is tofu exactly  How is it made  What are its origins  What is the best  Is it a kind of cheese  Can I eat it raw  What are common ways to cook it  In what cuisines is it popular 	Is it good for you 	FT
13_10	What is tofu exactly  How is it made  What are its origins  What is the best  Is it a kind of cheese  Can I eat it raw  What are common ways to cook it  In what cuisines is it popular  Is it good for you 	Can it make you sick 	FT
13_11	What is tofu exactly  How is it made  What are its origins  What is the best  Is it a kind of cheese  Can I eat it raw  What are common ways to cook it  In what cuisines is it popular  Is it good for you  Can it make you sick 	Is too much of it bad for you 	FT
14_1	What are scalable data center network architectures	What are scalable data center network architectures 	SE
14_2	What are scalable data center network architectures 	What are some examples 	FT
14_3	What are scalable data center network architectures  What are some examples 	Describe the characteristics of FAT tree topology 	SE
14_4	What are scalable data center network architectures  What are some examples  Describe the characteristics of FAT tree topology 	What routes can be taken by an upstream packet 	PT
14_5	What are scalable data center network architectures  What are some examples  Describe the characteristics of FAT tree topology  What routes can be taken by an upstream packet 	Describe core aggregator and edge switches 	SE
14_6	What are scalable data center network architectures  What are some examples  Describe the characteristics of FAT tree topology  What routes can be taken by an upstream packet  Describe core aggregator and edge switches 	Are flows bidirectional 	PT
14_7	What are scalable data center network architectures  What are some examples  Describe the characteristics of FAT tree topology  What routes can be taken by an upstream packet  Describe core aggregator and edge switches  Are flows bidirectional 	How many forwarding rules are there in each layer of the tree 	PT
14_8	What are scalable data center network architectures  What are some examples  Describe the characteristics of FAT tree topology  What routes can be taken by an upstream packet  Describe core aggregator and edge switches  Are flows bidirectional  How many forwarding rules are there in each layer of the tree 	Describe the jellyfish architecture 	SE
14_9	What are scalable data center network architectures  What are some examples  Describe the characteristics of FAT tree topology  What routes can be taken by an upstream packet  Describe core aggregator and edge switches  Are flows bidirectional  How many forwarding rules are there in each layer of the tree  Describe the jellyfish architecture 	Which architecture is more resilient to failure 	PT
15_1	Tell me about the International Linguistics Olympiad	Tell me about the International Linguistics Olympiad 	SE
15_2	Tell me about the International Linguistics Olympiad 	How do I prepare for it 	FT
15_3	Tell me about the International Linguistics Olympiad  How do I prepare for it 	How tough is the exam 	FT
15_4	Tell me about the International Linguistics Olympiad  How do I prepare for it  How tough is the exam 	What kind of problems can I expect 	FT
15_5	Tell me about the International Linguistics Olympiad  How do I prepare for it  How tough is the exam  What kind of problems can I expect 	Tell me about the history of linguistics as a field 	SE
15_6	Tell me about the International Linguistics Olympiad  How do I prepare for it  How tough is the exam  What kind of problems can I expect  Tell me about the history of linguistics as a field 	Who was Panini and what were his contributions 	SE
15_7	Tell me about the International Linguistics Olympiad  How do I prepare for it  How tough is the exam  What kind of problems can I expect  Tell me about the history of linguistics as a field  Who was Panini and what were his contributions 	What is the link between linguistics and computer science 	SE
16_1	What is a normal blood sugar level	What is a normal blood sugar level 	SE
16_2	What is a normal blood sugar level 	What does it mean if it s higher than this 	FT
16_3	What is a normal blood sugar level  What does it mean if it s higher than this 	What is a dangerous level 	FT
16_4	What is a normal blood sugar level  What does it mean if it s higher than this  What is a dangerous level 	How do you bring it down quickly 	FT
16_5	What is a normal blood sugar level  What does it mean if it s higher than this  What is a dangerous level  How do you bring it down quickly 	How fast can it rise 	FT
16_6	What is a normal blood sugar level  What does it mean if it s higher than this  What is a dangerous level  How do you bring it down quickly  How fast can it rise 	And what if it s lower than normal 	FT
16_7	What is a normal blood sugar level  What does it mean if it s higher than this  What is a dangerous level  How do you bring it down quickly  How fast can it rise  And what if it s lower than normal 	How does this make you feel 	FT
16_8	What is a normal blood sugar level  What does it mean if it s higher than this  What is a dangerous level  How do you bring it down quickly  How fast can it rise  And what if it s lower than normal  How does this make you feel 	Do different activities lead to an imbalance 	FT
16_9	What is a normal blood sugar level  What does it mean if it s higher than this  What is a dangerous level  How do you bring it down quickly  How fast can it rise  And what if it s lower than normal  How does this make you feel  Do different activities lead to an imbalance 	Is there a relation between age and sugar levels 	SE
17_1	What are the different forms of energy	What are the different forms of energy 	SE
17_2	What are the different forms of energy 	How can it be stored 	FT
17_3	What are the different forms of energy  How can it be stored 	What type of energy is used in motion 	SE
17_4	What are the different forms of energy  How can it be stored  What type of energy is used in motion 	Tell me about mechanical energy 	SE
17_5	What are the different forms of energy  How can it be stored  What type of energy is used in motion  Tell me about mechanical energy 	Give me some examples 	PT
17_6	What are the different forms of energy  How can it be stored  What type of energy is used in motion  Tell me about mechanical energy  Give me some examples 	Why is sound a form of mechanical energy 	SE
17_7	What are the different forms of energy  How can it be stored  What type of energy is used in motion  Tell me about mechanical energy  Give me some examples  Why is sound a form of mechanical energy 	How does it differ from potential energy 	PT
17_8	What are the different forms of energy  How can it be stored  What type of energy is used in motion  Tell me about mechanical energy  Give me some examples  Why is sound a form of mechanical energy  How does it differ from potential energy 	Are potential and kinetic the same 	SE
17_9	What are the different forms of energy  How can it be stored  What type of energy is used in motion  Tell me about mechanical energy  Give me some examples  Why is sound a form of mechanical energy  How does it differ from potential energy  Are potential and kinetic the same 	What type does chemical energy belong to 	SE
