31_1	What is throat cancer ? 
31_2	Is  throat cancer treatable ? 
31_3	Tell me about lung cancer .  throat cancer
31_4	What are  lung cancer symptoms ?  throat cancer
31_5	Can  lung cancer spread to the throat ?  throat cancer
31_6	What causes throat cancer ?  lung cancer 
31_7	What is the first sign of  lung cancer ?  throat cancer
31_8	Is  lung cancer the same as esophageal cancer ?  throat cancer
31_9	What 's the difference in  lung cancer symptoms ?  throat cancer
32_1	What are the different types of sharks ? 
32_2	Are sharks endangered ?   If so , which species ?  the different types sharks 
32_3	Tell me more about tiger sharks .  the different types sharks
32_4	What is the largest ever to have lived on Earth ?  tiger sharks  the different types sharks
32_5	What 's the biggest ever caught ?  tiger sharks  the different types sharks
32_6	What about for great whites ?  tiger sharks  the different types sharks
32_7	Tell me about makos .  the different types sharks
32_8	What are  makos adaptations ?  the different types sharks
32_9	Where do  makos live ?  the different types sharks
32_10	What do  makos eat ?  the different types sharks
32_11	How do  makos compare with tigers for being dangerous ?  the different types sharks
33_1	Tell me about the Neverending Story film . 
33_2	What is  the Neverending Story film about ? 
33_3	How was  the Neverending Story film received ? 
33_4	Did  the Neverending Story film win any awards ? 
33_5	Was  the Neverending Story film a book first ? 
33_6	Who was the author and when what  the Neverending Story film published ? 
33_7	What are the main themes ?  the Neverending Story film 
33_8	Who are the main characters ?  the Neverending Story film 
33_9	What are the differences between the book and movies ?  the Neverending Story film 
33_10	Did the horse Artax really die ?  the Neverending Story film 
34_1	Tell me about the Bronze Age collapse . 
34_2	What is the evidence for  the Bronze Age collapse ? 
34_3	What are some of the possible causes ?  the Bronze Age collapse 
34_4	Who were the Sea Peoples ?  the Bronze Age collapse 
34_5	What was  the Bronze Age collapse role in  the Bronze Age collapse ? 
34_6	What other factors led to a breakdown of trade ?  the Bronze Age collapse 
34_7	What about environmental factors ?  the Bronze Age collapse 
34_8	What empires survived ?  the Bronze Age collapse 
34_9	What came after  the Bronze Age collapse ? 
35_1	Tell me about the history of toilets . 
35_2	Where does the term come from ?  the history toilets 
35_3	Where and when was the first invented ?  the history toilets 
35_4	Why do the Brits call  the history toilets a loo ? 
35_5	What came before  the history toilets ? 
35_6	When did indoor versions become common ?  the history toilets 
35_7	How many types are there ?  the history toilets 
35_8	Why are  the history toilets so important for society ? 
35_9	What is  the history toilets role in film ? 
36_1	What is the US Electoral College ? 
36_2	How does  the US Electoral College work ? 
36_3	Tell me about  the US Electoral College creation . 
36_4	Why was the system chosen ?  the US Electoral College 
36_5	How has  the US Electoral College changed over time ? 
36_6	What if the electors do n't vote for the pledged candidate ?  the US Electoral College 
36_7	How has this changed election outcomes ?  the US Electoral College 
36_8	Who are the Hamilton Electors and what were  the US Electoral College trying to do ? 
36_9	How would the College be abolished ?  the US Electoral College 
36_10	How does the National Popular Vote Interstate Compact work ?  the US Electoral College 
36_11	Is  the US Electoral College legal ? 
37_1	What was the Stanford Experiment ? 
37_2	What did  the Stanford Experiment show ? 
37_3	Tell me about the author of the experiment .  the Stanford Experiment
37_4	Was  the author of the experiment ethical ?  the Stanford Experiment
37_5	What are other similar experiments ?  the author of the experiment  the Stanford Experiment
37_6	What happened in the Milgram experiment ?  the author of the experiment  the Stanford Experiment
37_7	Why was  the author of the experiment important ?  the Stanford Experiment
37_8	What were the similarities and differences between the studies ?  the author of the experiment  the Stanford Experiment
37_9	What about the BBC experiment ?  the author of the experiment  the Stanford Experiment
37_10	What are the key findings ?  the author of the experiment  the Stanford Experiment
37_11	How did the results differ ?  the author of the experiment  the Stanford Experiment
37_12	Why was  the author of the experiment ended ?  the Stanford Experiment
38_1	What is Lyme disease ? 
38_2	How do you get Lyme Disease ? 
38_3	How does  Lyme disease make you feel ? 
38_4	What happens if  Lyme disease goes untreated ? 
38_5	Can  Lyme disease kill you ? 
38_6	How reliable is the test ?  Lyme disease 
38_7	Can  Lyme disease be cured ? 
38_8	What is Chronic Lyme ?  Lyme disease 
39_1	What does  mean to be a vegan ? 
39_2	What is the environmental argument for What it to a vegan  ? 
39_3	Do you need milk for strong bones ? What it to a vegan  
39_4	What are other good sources of calcium ? What it to a vegan  
39_5	If you do n't eat any meat , at all , is What it to a vegan  bad for you ? 
39_6	What are good sources of vitamin B12 ? What it to a vegan  
39_7	Does What it to a vegan  help you lose weight ? 
39_8	What about What it to a vegan  health effects versus being vegetarian ? 
39_9	How does the environmental impact compare between What it to a vegan  ? 
40_1	What are the origins of popular music ? 
40_2	What are  the origins popular music characteristics ? 
40_3	What technological developments enabled  the origins popular music ? 
40_4	When and why did people start taking pop seriously ?  the origins popular music 
40_5	How has  the origins popular music been integrated into music education ? 
40_6	Describe some of the influential pop bands .  the origins popular music 
40_7	What makes a song pop punk ?  the origins popular music 
40_8	What is the difference between  the origins popular music and emo ? 
40_9	How did Britpop change music ?  the origins popular music 
40_10	What are  the origins popular music roots and what influenced  the origins popular music ? 
41_1	Why is the drinking age in the US 21 and not 18 ? 
41_2	What were the pros and cons ?  the drinking age the US 
41_3	Tell me about the negative health effects of drinking .  the drinking age the US
41_4	How does binge drinking affect development ?  the negative health effects of drinking  the drinking age the US
41_5	Can  the negative health effects of drinking damage mental health ?  the drinking age the US
41_6	What are the short and long - term effects of usage on brain chemicals ?  the negative health effects of drinking  the drinking age the US
41_7	Are alcoholics generally depressed ?  the negative health effects of drinking  the drinking age the US
41_8	What are the effects on vitamins and minerals ?  the negative health effects of drinking  the drinking age the US
41_9	Are there any benefits ?  the negative health effects of drinking  the drinking age the US
42_1	What is Chattanooga famous for ? 
42_2	What is there to do in downtown Chattanooga ? 
42_3	Are there tourism activities related to trucks or trains ?  Chattanooga 
42_4	Are there any related to Bessie Smith ?  Chattanooga 
42_5	Can I visit some nearby distilleries ?  Chattanooga 
42_6	What is Rock City , and why is  Chattanooga famous ? 
42_7	Are special events held there ?  Chattanooga 
42_8	What kind of food is Chattanooga known for ? 
43_1	What are some interesting things around Ann Arbor ? 
43_2	Tell me about when the city was founded .  some interesting things Ann Arbor
43_3	How does  when the city was founded  relate to the establishment of the University ?  some interesting things Ann Arbor
43_4	Does the Museum of Art have any special collections ?  when the city was founded   some interesting things Ann Arbor
43_5	What is the South Pond Nature Area ?  when the city was founded   some interesting things Ann Arbor
43_6	Are there any film festivals ?  when the city was founded   some interesting things Ann Arbor
43_7	How about for jazz ?  when the city was founded   some interesting things Ann Arbor
43_8	What are popular bars or clubs where I can listen to  when the city was founded  ?  some interesting things Ann Arbor
44_1	What causes acidic reflux in the morning ? 
44_2	Does  acidic reflux the morning have long term side effects ? 
44_3	What is the best OTC for  acidic reflux the morning ? 
44_4	What are the side effects of long term PPI use ?  acidic reflux the morning 
44_5	Tell me about natural treatments .  acidic reflux the morning
44_6	What foods cause  natural treatments ?  acidic reflux the morning
44_7	What ones reduce  natural treatments ?  acidic reflux the morning
44_8	How does exercise affect  natural treatments ?  acidic reflux the morning
45_1	What dog breed is the best for playing ? 
45_2	What kind should I get if I ’m allergic ?  dog 
45_3	How about big and active dogs ? 
45_4	Do big dogs live longer than small dogs ? 
45_5	Will I need to put a lot of time into training ?  dog 
45_6	Tell me about some breeds that are independent and can be left home all day .  dog
45_7	How much does a Irish Wolfhound weigh ?  some breeds that are independent and can be left home all day  dog
45_8	How much do  some breeds that are independent and can be left home all day cost ?  dog
46_1	Why is learning a second language difficult ? 
46_2	At what age is  a second language harder and why ? 
46_3	If I already know English , which language would be the easiest to learn ?  a second language 
46_4	How can I begin learning Norwegian ?  a second language 
46_5	Is  a second language easier to learn than Spanish ? 
46_6	What other languages are closest to  a second language ? 
46_7	Describe some of  a second language similarities with Danish . 
46_8	How did all these languages evolve ?  a second language 
46_9	How is  a second language related to Old Norse ? 
46_10	Are there advantages of knowing multiple languages ?  a second language 
47_1	Why is Boise called the city of trees ? 
47_2	How did  trees get  trees name ? 
47_3	What is there to do in the summer ?  trees 
47_4	What are popular hiking trails ?  trees 
47_5	Tell me about the Oregon Trail Reserve .  trees
47_6	Tell me about the history of the Boise Greenbelt .  trees
47_7	What is the controversy around  the history of the boise greenbelt ?  trees
48_1	What is the main function of a virtual machine ? 
48_2	What are  the main function a virtual machine advantages ? 
48_3	Describe some of  the main function a virtual machine disadvantages . 
48_4	How do  the main function a virtual machine work ? 
48_5	What are the main types of VMs ?  the main function a virtual machine 
48_6	What is  the main function a virtual machine role in cloud computing ? 
48_7	How is a container different ?  the main function a virtual machine 
48_8	What is the advantage of Docker ?  the main function a virtual machine 
48_9	How is  the main function a virtual machine related Kurbenetes ? 
49_1	How was Netflix started ? 
49_2	How did  Netflix originally work ? 
49_3	What is  Netflix relationship with Blockbuster ? 
49_4	When did Netflix shift from DVDs to a streaming service ? 
49_5	What are  Netflix other competitors ? 
49_6	How does  Netflix compare to Amazon Prime Video ? 
49_7	Describe  Netflix ’s subscriber growth over time . 
49_8	How has  Netflix changed the way TV is watched ? 
49_9	How has  Netflix impacted society ? 
49_10	How about dating and relationships ?  Netflix 
50_1	What was the first artificial satellite ? 
50_2	What are the types of orbits ? What the first artificial satellite  
50_3	What are the important classes of satellite ? What the first artificial satellite  
50_4	How do navigation systems work ? What the first artificial satellite  
50_5	What is the Galileo system and why is What the first artificial satellite  important ? 
50_6	Why did What the first artificial satellite  create tension with the US ? 
50_7	What are Cubesats ? What the first artificial satellite  
50_8	What are What the first artificial satellite  advantages ? 
50_9	What are What the first artificial satellite  used for ? 
50_10	What is What the first artificial satellite  future ? 
51_1	How do I save for a child ’s college education in the US ? 
51_2	What is a 529 plan ?  a child’s college education the US 
51_3	How does  a child’s college education the US work ? 
51_4	What are the main advantages ?  a child’s college education the US 
51_5	What about disadvantages ?  a child’s college education the US 
51_6	How long have  a child’s college education the US been around ? 
51_7	What are the types of plans ?  a child’s college education the US 
51_8	What can the funds be used for ?  a child’s college education the US 
51_9	What happens if  a child’s college education the US ’s not used ? 
51_10	How does a ESA compare ?  a child’s college education the US 
52_1	Describe the Afra tanker scale . 
52_2	Why was  the Afra tanker scale developed ? 
52_3	What are supertankers ?  the Afra tanker scale 
52_4	Describe  the Afra tanker scale invention . 
52_5	What are the important factors led to  the Afra tanker scale development ? 
52_6	What was the role of the Six - Day War ?  the Afra tanker scale 
